tcp_80_connections,tcp_443_connections,udp_443_connections
"('161.32.38.70', 80, '222.86.0.178', 63024)",,
"('193.188.224.94', 22875, '198.152.35.44', 80)",,
"('195.64.53.76', 19609, '192.114.235.26', 80)",,
"('161.32.133.174', 21179, '221.224.105.200', 80)",,
"('186.145.134.181', 4106, '193.44.201.172', 80)",,
"('92.11.240.168', 80, '161.32.5.76', 1026)",,
"('149.198.210.124', 80, '46.162.241.230', 44864)",,
"('198.210.73.174', 80, '161.32.248.150', 1165)",,
"('52.133.105.97', 16355, '192.114.236.80', 80)",,
"('193.188.201.171', 46719, '213.23.207.114', 80)",,
"('161.32.12.41', 3306, '92.71.100.13', 80)",,
"('160.72.162.122', 3565, '193.44.194.188', 80)",,
"('149.198.205.26', 80, '51.210.63.54', 1629)",,
"('161.32.248.150', 1155, '45.171.169.60', 80)",,
"('222.252.75.167', 80, '193.176.213.120', 51321)",,
"('192.144.223.213', 80, '145.120.5.81', 3072)",,
"('149.198.203.114', 62499, '45.203.192.1', 80)",,
"('149.198.202.137', 62308, '46.210.204.82', 80)",,
"('164.143.80.38', 3219, '198.152.35.225', 80)",,
"('213.23.207.114', 80, '193.188.201.171', 46795)",,
"('164.191.20.36', 1637, '46.224.98.135', 80)",,
"('11.43.100.100', 80, '164.143.213.44', 1798)",,
"('44.206.249.138', 80, '164.66.234.91', 61305)",,
"('198.210.216.94', 80, '164.66.200.87', 1469)",,
"('88.164.75.117', 1285, '192.114.235.26', 80)",,
"('161.32.74.61', 54216, '204.184.190.73', 80)",,
"('182.56.80.63', 80, '220.107.3.161', 14383)",,
"('199.98.138.179', 80, '161.32.173.0', 2292)",,
"('145.120.108.109', 3249, '69.95.12.235', 80)",,
"('145.120.78.55', 1095, '215.198.85.241', 80)",,
"('161.32.242.15', 63802, '46.224.98.187', 80)",,
"('11.43.102.85', 80, '164.88.48.132', 57839)",,
"('161.32.177.35', 4688, '214.206.51.57', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3372)",,
"('161.32.17.249', 80, '221.23.48.154', 1379)",,
"('94.170.136.170', 63849, '164.66.46.8', 80)",,
"('221.224.108.254', 80, '161.32.0.110', 1066)",,
"('161.32.65.172', 1668, '214.206.51.75', 80)",,
"('209.7.26.71', 80, '193.188.203.82', 4783)",,
"('164.93.48.13', 62227, '11.43.102.22', 80)",,
"('193.188.203.82', 1978, '92.11.240.172', 80)",,
"('163.192.23.32', 80, '145.120.112.186', 1573)",,
"('161.33.6.87', 60742, '46.187.241.101', 80)",,
"('186.145.143.22', 8256, '46.180.20.133', 80)",,
"('214.206.51.137', 80, '161.32.65.172', 1654)",,
"('145.120.188.72', 80, '212.163.241.36', 4295)",,
"('160.72.162.122', 3531, '193.44.194.188', 80)",,
"('52.30.239.25', 64636, '192.114.236.80', 80)",,
"('220.75.138.83', 55295, '192.114.236.6', 80)",,
"('149.198.202.137', 62460, '95.159.248.95', 80)",,
"('182.56.80.154', 29836, '221.167.56.253', 80)",,
"('45.171.217.78', 80, '145.120.106.39', 49373)",,
"('46.224.98.187', 80, '145.120.126.184', 2845)",,
"('192.188.244.205', 45175, '192.114.235.26', 80)",,
"('164.93.70.235', 47312, '212.30.112.42', 80)",,
"('149.198.202.137', 60925, '222.5.34.106', 80)",,
"('161.33.77.98', 34925, '200.134.43.226', 80)",,
"('161.32.66.3', 49854, '213.80.58.233', 80)",,
"('145.120.49.226', 2255, '44.206.252.198', 80)",,
"('161.32.131.65', 49434, '212.199.140.173', 80)",,
"('193.203.223.192', 54137, '192.114.235.26', 80)",,
"('192.114.235.26', 80, '213.76.211.165', 53251)",,
"('11.43.102.29', 80, '193.176.28.14', 53678)",,
"('11.43.100.12', 80, '193.188.203.82', 1919)",,
"('145.120.203.203', 51004, '198.86.171.236', 80)",,
"('161.32.8.4', 3927, '218.34.48.0', 80)",,
"('198.210.216.52', 80, '164.66.226.190', 54197)",,
"('213.96.240.237', 80, '161.32.8.4', 3969)",,
"('164.93.38.77', 1082, '11.43.102.40', 80)",,
"('161.32.177.98', 54533, '46.224.98.187', 80)",,
"('198.210.162.77', 54763, '164.66.90.37', 80)",,
"('161.32.24.44', 40503, '198.210.199.27', 80)",,
"('193.220.70.80', 80, '193.188.201.199', 2166)",,
"('193.188.201.199', 3957, '214.206.49.64', 80)",,
"('198.210.216.48', 80, '164.66.226.190', 54200)",,
"('198.141.145.247', 3920, '164.143.133.1', 80)",,
"('145.120.89.165', 1054, '46.224.101.63', 80)",,
"('149.198.202.136', 60324, '199.27.125.77', 80)",,
"('164.93.161.206', 1616, '11.43.102.41', 80)",,
"('198.210.73.171', 80, '161.32.248.150', 1164)",,
"('164.93.58.28', 2504, '47.241.12.217', 80)",,
"('161.32.202.70', 4886, '212.102.202.149', 80)",,
"('46.224.98.177', 80, '145.120.132.64', 4760)",,
"('46.224.98.177', 80, '164.143.180.77', 1348)",,
"('164.93.0.135', 31329, '212.30.121.177', 80)",,
"('193.188.224.94', 23204, '198.152.52.247', 80)",,
"('161.32.12.92', 1528, '198.152.35.201', 80)",,
"('182.56.80.63', 80, '193.204.104.122', 41171)",,
"('214.206.51.73', 80, '161.32.65.172', 1651)",,
"('214.23.91.208', 80, '193.188.208.209', 62710)",,
"('193.188.203.82', 1857, '94.216.95.107', 80)",,
"('198.210.113.193', 80, '161.32.88.218', 46187)",,
"('35.27.78.135', 40292, '161.32.182.160', 80)",,
"('46.181.202.75', 80, '161.32.68.161', 2980)",,
"('149.198.202.137', 62324, '46.224.98.187', 80)",,
"('164.93.39.13', 1834, '11.43.102.40', 80)",,
"('161.32.168.219', 60116, '46.224.98.177', 80)",,
"('192.114.238.56', 53753, '199.98.134.242', 80)",,
"('46.224.98.177', 80, '164.66.235.92', 50235)",,
"('193.44.201.172', 80, '164.143.178.166', 2392)",,
"('92.198.144.54', 80, '164.66.226.190', 54292)",,
"('193.143.121.37', 53065, '218.34.66.191', 80)",,
"('164.93.154.248', 1315, '193.44.201.172', 80)",,
"('145.120.5.48', 2295, '46.224.98.177', 80)",,
"('223.105.162.120', 80, '164.143.51.169', 47545)",,
"('164.66.65.12', 1949, '92.11.240.130', 80)",,
"('145.120.250.149', 2404, '222.76.136.58', 80)",,
"('214.206.49.64', 80, '193.188.201.199', 3957)",,
"('149.198.203.114', 62497, '192.182.105.129', 80)",,
"('164.66.226.190', 54292, '92.198.144.54', 80)",,
"('214.204.142.120', 80, '193.188.201.182', 46217)",,
"('164.93.0.135', 31353, '212.30.121.177', 80)",,
"('164.93.158.77', 1454, '193.44.201.172', 80)",,
"('182.56.80.63', 80, '213.107.140.239', 1762)",,
"('192.114.232.238', 80, '212.165.145.191', 35209)",,
"('198.102.76.236', 80, '145.120.105.53', 1733)",,
"('94.216.95.107', 80, '193.188.203.82', 1854)",,
"('92.198.149.97', 42120, '164.66.90.37', 80)",,
"('149.198.202.136', 60662, '46.224.98.177', 80)",,
"('11.43.100.100', 80, '164.143.213.44', 1801)",,
"('161.32.71.29', 80, '192.147.18.141', 40560)",,
"('149.198.202.136', 61014, '215.154.127.135', 80)",,
"('164.93.70.235', 47346, '212.30.112.42', 80)",,
"('161.32.248.150', 1154, '45.171.169.60', 80)",,
"('200.105.170.8', 80, '161.32.5.77', 1162)",,
"('35.27.77.2', 59478, '164.66.234.130', 80)",,
"('161.32.2.115', 35459, '162.100.201.71', 80)",,
"('88.164.75.117', 1287, '192.114.235.26', 80)",,
"('164.93.0.135', 31336, '212.30.121.177', 80)",,
"('46.224.98.177', 80, '145.120.45.194', 2033)",,
"('149.198.203.114', 62440, '198.208.19.78', 80)",,
"('193.188.208.221', 4237, '212.199.141.67', 80)",,
"('186.145.177.144', 3433, '212.18.193.166', 80)",,
"('161.32.40.248', 50201, '94.132.53.191', 80)",,
"('164.66.234.130', 80, '206.228.53.82', 46856)",,
"('145.120.98.19', 3975, '46.224.98.178', 80)",,
"('161.32.196.178', 34464, '198.210.73.171', 80)",,
"('149.198.202.136', 60747, '215.154.127.189', 80)",,
"('161.32.24.15', 2232, '92.11.240.130', 80)",,
"('164.93.0.135', 31305, '11.43.102.175', 80)",,
"('221.224.105.200', 80, '161.32.133.174', 21178)",,
"('223.151.202.134', 80, '161.32.173.69', 33831)",,
"('214.206.48.97', 80, '145.120.109.103', 1541)",,
"('45.68.52.36', 80, '192.114.236.27', 63234)",,
"('192.85.32.223', 47936, '213.23.207.114', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 34171)",,
"('149.198.233.118', 80, '35.27.76.158', 41831)",,
"('192.85.7.165', 42968, '198.73.110.217', 80)",,
"('161.32.212.140', 1103, '45.171.217.78', 80)",,
"('88.130.37.55', 2321, '192.114.236.80', 80)",,
"('46.224.98.177', 80, '193.188.201.182', 53193)",,
"('214.206.48.143', 80, '161.32.225.116', 1969)",,
"('161.32.40.248', 50189, '46.224.98.187', 80)",,
"('145.120.108.109', 3255, '69.95.12.235', 80)",,
"('164.66.235.93', 38917, '214.4.196.200', 80)",,
"('161.32.9.205', 1066, '199.188.185.221', 80)",,
"('164.66.46.8', 38875, '48.74.60.25', 80)",,
"('45.170.55.17', 45375, '192.114.237.128', 80)",,
"('149.198.202.137', 62544, '222.9.85.15', 80)",,
"('161.32.148.18', 80, '193.215.220.83', 2617)",,
"('92.198.144.54', 80, '164.66.226.190', 54282)",,
"('193.188.202.135', 1281, '203.145.35.47', 80)",,
"('161.32.24.44', 40468, '212.48.1.166', 80)",,
"('186.145.40.240', 57876, '46.181.90.95', 80)",,
"('164.93.62.0', 56550, '35.3.240.12', 80)",,
"('182.56.80.63', 80, '192.104.175.167', 62329)",,
"('192.114.232.238', 80, '92.200.0.22', 63006)",,
"('164.66.234.130', 80, '193.53.154.244', 53596)",,
"('161.33.45.136', 59167, '200.104.6.241', 80)",,
"('192.114.232.238', 80, '42.65.177.195', 35493)",,
"('161.32.133.174', 21173, '221.224.105.200', 80)",,
"('149.198.202.137', 62506, '44.213.83.89', 80)",,
"('33.225.173.166', 50975, '164.66.234.130', 80)",,
"('35.27.159.28', 56947, '161.32.7.83', 80)",,
"('164.93.166.148', 80, '93.110.157.219', 4206)",,
"('212.138.117.186', 58066, '192.114.235.26', 80)",,
"('221.224.105.200', 80, '161.32.133.174', 21191)",,
"('193.188.203.82', 3671, '43.56.206.57', 80)",,
"('44.206.249.138', 80, '164.143.180.118', 2458)",,
"('161.32.173.69', 34429, '95.1.79.136', 80)",,
"('164.66.146.223', 4976, '193.44.194.214', 80)",,
"('223.105.162.120', 80, '145.120.72.149', 1660)",,
"('192.114.232.238', 80, '89.130.142.158', 2915)",,
"('44.108.147.5', 80, '193.188.203.82', 1301)",,
"('161.32.2.115', 35406, '198.210.199.29', 80)",,
"('193.188.203.82', 1859, '94.216.95.107', 80)",,
"('192.114.236.80', 80, '221.196.17.244', 2543)",,
"('161.33.123.114', 1793, '45.192.106.123', 80)",,
"('182.56.80.154', 29816, '221.167.56.40', 80)",,
"('164.143.213.195', 4879, '44.206.252.199', 80)",,
"('46.224.98.177', 80, '164.66.93.88', 1059)",,
"('172.20.34.219', 3326, '198.210.117.55', 80)",,
"('161.32.248.111', 1829, '52.144.27.35', 80)",,
"('192.114.235.26', 80, '221.65.14.233', 23595)",,
"('214.28.137.81', 2237, '164.66.46.8', 80)",,
"('149.198.202.136', 60951, '46.210.193.90', 80)",,
"('203.5.4.248', 13182, '192.114.235.26', 80)",,
"('164.66.100.10', 4631, '222.252.75.167', 80)",,
"('35.21.253.77', 80, '145.120.27.88', 46431)",,
"('164.93.0.135', 31328, '212.30.121.177', 80)",,
"('161.32.132.72', 1797, '46.224.98.187', 80)",,
"('145.120.82.235', 3791, '44.206.252.198', 80)",,
"('92.11.240.172', 80, '193.188.203.82', 1975)",,
"('221.224.105.200', 80, '161.32.133.174', 21168)",,
"('161.32.5.107', 80, '35.27.76.64', 33504)",,
"('161.32.74.144', 4138, '213.24.144.85', 80)",,
"('160.72.170.98', 80, '92.16.190.133', 9360)",,
"('161.32.131.65', 49688, '120.160.149.174', 80)",,
"('164.66.234.130', 80, '33.225.173.166', 50975)",,
"('192.114.235.26', 80, '46.51.255.42', 33785)",,
"('212.102.209.113', 80, '164.66.234.103', 44726)",,
"('160.26.149.249', 21666, '107.10.152.224', 80)",,
"('193.176.213.98', 3966, '192.3.18.74', 80)",,
"('46.224.98.177', 80, '161.32.94.4', 41177)",,
"('198.210.199.64', 80, '161.32.248.223', 1099)",,
"('192.114.236.80', 80, '194.39.68.107', 61020)",,
"('193.143.121.37', 52802, '217.169.243.252', 80)",,
"('213.167.25.19', 38949, '192.114.238.182', 80)",,
"('193.188.203.82', 1891, '209.83.219.170', 80)",,
"('193.188.201.199', 2000, '46.224.98.177', 80)",,
"('161.32.8.4', 3816, '218.34.48.0', 80)",,
"('149.198.203.114', 62456, '198.225.233.123', 80)",,
"('44.206.249.194', 80, '193.188.201.180', 1330)",,
"('161.32.225.109', 2291, '222.210.216.142', 80)",,
"('182.56.117.18', 2684, '192.104.71.19', 80)",,
"('193.188.201.171', 46788, '213.23.207.114', 80)",,
"('149.198.202.136', 61873, '42.65.137.125', 80)",,
"('192.114.236.80', 80, '117.132.60.94', 43476)",,
"('161.32.2.115', 35474, '199.98.135.166', 80)",,
"('161.32.16.109', 1392, '92.11.214.99', 80)",,
"('164.93.45.162', 2624, '46.224.101.63', 80)",,
"('198.210.199.22', 80, '161.32.131.19', 59404)",,
"('186.145.40.249', 80, '92.200.0.22', 62987)",,
"('161.32.173.69', 34271, '223.151.202.134', 80)",,
"('92.198.144.54', 80, '164.66.226.190', 54272)",,
"('161.32.133.174', 21180, '221.224.105.200', 80)",,
"('212.102.220.191', 80, '145.120.98.19', 3985)",,
"('149.198.202.136', 58195, '44.133.158.25', 80)",,
"('46.224.120.177', 58015, '161.32.188.0', 80)",,
"('164.66.235.92', 50234, '214.236.139.224', 80)",,
"('44.206.249.1', 80, '164.66.244.242', 1094)",,
"('161.32.12.41', 3307, '92.71.100.13', 80)",,
"('164.93.0.135', 31028, '46.180.20.128', 80)",,
"('46.224.98.177', 80, '161.32.69.211', 1093)",,
"('221.224.105.200', 80, '161.32.133.174', 21181)",,
"('145.120.188.67', 80, '163.246.238.25', 61593)",,
"('164.66.226.190', 54304, '212.199.142.72', 80)",,
"('161.32.12.92', 1553, '215.202.84.11', 80)",,
"('149.198.202.136', 60415, '222.16.225.37', 80)",,
"('192.114.236.80', 80, '53.109.42.79', 17825)",,
"('164.66.226.190', 54274, '92.198.144.54', 80)",,
"('164.66.234.200', 80, '46.224.123.88', 46836)",,
"('88.165.71.215', 80, '164.88.48.132', 57872)",,
"('92.11.198.52', 80, '161.32.67.31', 1990)",,
"('164.143.169.37', 4242, '193.100.100.162', 80)",,
"('145.120.2.112', 37743, '11.43.100.20', 80)",,
"('161.33.109.242', 32786, '208.96.28.209', 80)",,
"('69.95.12.235', 80, '145.120.108.109', 3264)",,
"('161.32.65.172', 1671, '214.206.48.47', 80)",,
"('186.145.101.153', 49646, '193.44.201.172', 80)",,
"('164.93.10.185', 36129, '46.180.20.133', 80)",,
"('149.198.202.136', 60784, '48.1.179.58', 80)",,
"('161.32.131.24', 48600, '198.210.199.21', 80)",,
"('192.114.235.26', 80, '195.172.89.208', 46700)",,
"('198.210.199.21', 80, '161.32.131.24', 48599)",,
"('160.72.11.25', 7590, '212.82.64.37', 80)",,
"('186.145.136.69', 50429, '11.43.102.40', 80)",,
"('202.210.44.183', 55636, '164.66.234.200', 80)",,
"('46.181.90.99', 80, '145.120.217.242', 4734)",,
"('217.179.23.83', 80, '164.88.48.132', 57568)",,
"('46.224.98.177', 80, '161.32.168.131', 3415)",,
"('35.21.253.77', 80, '164.188.183.103', 49270)",,
"('149.198.202.136', 60928, '215.66.178.29', 80)",,
"('186.145.177.60', 3062, '193.44.201.172', 80)",,
"('164.93.13.43', 12780, '11.43.102.22', 80)",,
"('35.21.253.66', 80, '164.66.144.198', 1849)",,
"('160.72.169.192', 56098, '11.43.102.175', 80)",,
"('213.23.207.114', 80, '193.188.201.171', 46719)",,
"('164.93.70.235', 47296, '212.30.112.42', 80)",,
"('161.32.40.248', 50207, '94.132.53.191', 80)",,
"('161.32.133.174', 21190, '221.224.105.200', 80)",,
"('198.102.75.182', 80, '145.120.125.159', 38636)",,
"('120.160.149.174', 80, '164.66.54.156', 63181)",,
"('46.109.98.51', 80, '161.32.202.186', 50430)",,
"('161.32.225.28', 80, '218.0.238.65', 1280)",,
"('198.210.73.171', 80, '161.32.196.178', 34464)",,
"('193.188.201.182', 42305, '46.224.98.187', 80)",,
"('193.176.28.18', 54350, '199.98.129.150', 80)",,
"('145.120.6.233', 1548, '11.43.100.20', 80)",,
"('160.26.149.249', 21658, '107.10.152.224', 80)",,
"('149.198.202.137', 60847, '46.224.98.177', 80)",,
"('212.138.117.186', 58068, '192.114.235.26', 80)",,
"('193.188.201.199', 1064, '200.105.170.2', 80)",,
"('11.43.100.4', 80, '145.120.125.133', 1721)",,
"('164.93.10.185', 36216, '11.43.102.100', 80)",,
"('164.66.234.91', 61302, '200.105.170.38', 80)",,
"('35.27.192.71', 58917, '164.66.234.130', 80)",,
"('161.32.7.83', 80, '35.27.159.28', 57059)",,
"('161.32.88.218', 46185, '222.252.75.35', 80)",,
"('46.224.98.187', 80, '145.120.188.50', 46567)",,
"('161.33.153.229', 1116, '215.166.142.45', 80)",,
"('164.66.226.190', 54200, '198.210.216.48', 80)",,
"('215.154.127.189', 80, '193.188.201.182', 38129)",,
"('149.198.202.137', 62360, '199.27.125.242', 80)",,
"('11.43.100.20', 80, '145.120.37.203', 4853)",,
"('164.93.90.106', 1562, '46.181.90.95', 80)",,
"('92.11.240.172', 80, '193.188.203.82', 1978)",,
"('192.182.105.20', 80, '193.188.201.171', 46796)",,
"('164.93.68.134', 46439, '92.11.201.144', 80)",,
"('46.224.98.177', 80, '161.32.76.46', 1847)",,
"('161.32.32.29', 80, '193.238.0.74', 56306)",,
"('193.188.201.199', 1996, '46.224.98.187', 80)",,
"('193.176.213.120', 51264, '214.206.51.140', 80)",,
"('92.200.0.22', 63006, '192.114.232.238', 80)",,
"('42.234.37.211', 1956, '192.114.236.80', 80)",,
"('214.206.51.57', 80, '161.32.65.172', 1534)",,
"('186.145.48.7', 64759, '46.181.90.5', 80)",,
"('164.93.40.47', 4672, '11.43.102.25', 80)",,
"('192.114.236.80', 80, '192.172.121.15', 2076)",,
"('161.33.115.94', 3663, '45.161.17.183', 80)",,
"('69.95.12.235', 80, '145.120.108.109', 3254)",,
"('182.56.149.44', 4052, '11.43.102.44', 80)",,
"('49.64.128.245', 25940, '192.114.236.80', 80)",,
"('164.143.213.195', 4878, '44.206.252.199', 80)",,
"('149.198.203.99', 65053, '49.92.241.206', 80)",,
"('35.21.253.77', 80, '161.32.164.15', 24646)",,
"('209.0.38.184', 80, '164.66.48.251', 3117)",,
"('164.93.57.54', 31911, '11.43.102.22', 80)",,
"('145.120.108.109', 3264, '69.95.12.235', 80)",,
"('212.102.220.191', 80, '145.120.98.19', 3988)",,
"('46.210.204.82', 80, '193.188.201.171', 46797)",,
"('149.198.202.137', 62467, '104.20.177.69', 80)",,
"('161.32.4.138', 4260, '193.44.201.172', 80)",,
"('182.56.80.63', 80, '192.144.135.64', 45315)",,
"('192.114.236.80', 80, '220.107.200.242', 2196)",,
"('192.114.236.80', 80, '117.128.213.46', 61023)",,
"('164.143.169.37', 4256, '213.23.207.182', 80)",,
"('161.32.242.15', 60706, '46.224.98.187', 80)",,
"('186.145.50.155', 47916, '92.11.250.40', 80)",,
"('212.165.145.191', 35209, '192.114.232.238', 80)",,
"('54.119.99.207', 80, '164.66.46.8', 49117)",,
"('164.143.178.166', 2328, '11.43.100.0', 80)",,
"('161.32.133.174', 21182, '221.224.105.200', 80)",,
"('186.145.201.39', 56447, '212.30.122.62', 80)",,
"('44.35.65.149', 61916, '161.32.71.29', 80)",,
"('164.93.91.142', 64111, '193.44.201.172', 80)",,
"('145.120.203.203', 51002, '198.86.171.236', 80)",,
"('164.66.226.190', 54293, '92.198.144.54', 80)",,
"('194.55.197.142', 4926, '164.66.234.130', 80)",,
"('149.198.202.136', 60984, '45.203.202.14', 80)",,
"('199.98.135.166', 80, '161.32.2.115', 35474)",,
"('161.32.65.172', 1652, '214.206.51.136', 80)",,
"('212.48.1.166', 80, '161.32.24.44', 40466)",,
"('161.32.162.52', 1810, '44.35.107.236', 80)",,
"('88.165.95.50', 80, '164.88.48.135', 53427)",,
"('164.66.234.200', 80, '46.224.123.88', 46659)",,
"('164.143.176.84', 50063, '46.224.98.187', 80)",,
"('213.23.207.114', 80, '145.120.125.133', 1722)",,
"('164.66.88.137', 80, '32.163.67.27', 3467)",,
"('164.66.198.238', 65471, '46.224.101.48', 80)",,
"('161.33.6.87', 61234, '46.187.241.101', 80)",,
"('161.32.40.248', 50199, '46.240.209.77', 80)",,
"('149.198.202.136', 60911, '43.89.255.40', 80)",,
"('161.32.225.116', 1969, '214.206.48.143', 80)",,
"('35.21.253.67', 80, '164.66.139.88', 48409)",,
"('88.165.71.196', 80, '164.88.48.132', 57866)",,
"('145.120.2.112', 37745, '11.43.100.20', 80)",,
"('161.32.38.100', 40890, '92.11.240.168', 80)",,
"('193.188.201.182', 48914, '213.23.207.114', 80)",,
"('149.198.202.136', 60707, '215.154.127.189', 80)",,
"('192.154.10.94', 5319, '192.114.235.26', 80)",,
"('160.72.150.107', 37360, '46.27.81.98', 80)",,
"('161.32.69.24', 1689, '35.3.204.143', 80)",,
"('161.32.248.150', 1162, '89.173.117.88', 80)",,
"('193.188.201.182', 39808, '215.154.127.135', 80)",,
"('44.206.252.199', 80, '145.120.49.226', 2176)",,
"('35.3.204.129', 80, '161.32.228.112', 1580)",,
"('193.176.203.32', 1474, '152.10.130.179', 80)",,
"('145.120.205.224', 4695, '11.43.100.20', 80)",,
"('161.32.131.65', 49665, '120.160.149.174', 80)",,
"('149.198.202.136', 60442, '146.146.63.124', 80)",,
"('149.198.203.99', 65113, '222.76.136.167', 80)",,
"('164.93.110.252', 80, '46.224.123.192', 56483)",,
"('45.171.195.131', 80, '161.32.196.178', 34460)",,
"('149.198.202.137', 62392, '69.94.91.9', 80)",,
"('11.43.102.29', 80, '193.176.28.14', 53677)",,
"('149.198.202.136', 60794, '46.224.98.187', 80)",,
"('164.93.10.185', 34987, '46.180.20.128', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3348)",,
"('221.224.105.200', 80, '161.32.86.156', 33997)",,
"('161.32.131.19', 59408, '198.210.199.22', 80)",,
"('149.198.202.136', 60406, '215.154.127.189', 80)",,
"('186.145.130.83', 48368, '212.82.90.96', 80)",,
"('35.27.76.160', 56000, '164.66.234.130', 80)",,
"('160.72.49.193', 2911, '212.82.118.120', 80)",,
"('197.202.86.199', 80, '193.188.224.94', 24239)",,
"('149.198.149.188', 80, '152.46.249.71', 34095)",,
"('160.26.149.249', 21660, '107.10.152.224', 80)",,
"('164.93.58.28', 2502, '47.241.12.217', 80)",,
"('145.120.72.149', 1635, '11.43.100.12', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3384)",,
"('160.72.170.98', 80, '92.16.190.133', 23029)",,
"('192.114.235.26', 80, '50.103.151.181', 63757)",,
"('192.28.41.250', 48240, '192.114.235.26', 80)",,
"('161.33.77.98', 34907, '200.134.33.46', 80)",,
"('164.66.46.8', 80, '162.220.246.233', 1043)",,
"('160.72.128.200', 2698, '52.144.24.11', 80)",,
"('44.206.252.198', 80, '145.120.33.8', 3349)",,
"('209.135.26.119', 80, '161.32.49.69', 37384)",,
"('161.32.196.61', 1815, '212.199.141.88', 80)",,
"('192.188.244.205', 41739, '192.114.235.26', 80)",,
"('161.32.2.115', 34433, '44.47.194.194', 80)",,
"('161.32.65.172', 1651, '214.206.51.73', 80)",,
"('192.85.32.223', 47885, '213.23.207.114', 80)",,
"('193.188.201.182', 37194, '46.224.98.177', 80)",,
"('217.179.20.150', 80, '164.88.48.132', 57788)",,
"('164.143.133.67', 80, '198.210.162.64', 21819)",,
"('164.93.70.235', 47322, '212.30.112.42', 80)",,
"('161.32.0.154', 1537, '92.11.250.40', 80)",,
"('44.108.159.1', 80, '193.188.203.82', 2783)",,
"('164.66.234.130', 80, '220.75.138.83', 55318)",,
"('209.0.38.184', 80, '164.66.48.251', 3120)",,
"('35.21.253.77', 80, '164.216.229.208', 47057)",,
"('35.21.253.77', 80, '145.120.147.73', 36850)",,
"('35.21.253.67', 80, '164.216.248.86', 38064)",,
"('164.93.70.235', 47370, '212.30.112.42', 80)",,
"('186.145.130.83', 48334, '212.82.90.96', 80)",,
"('192.114.236.80', 80, '44.105.91.203', 2056)",,
"('149.198.202.136', 54890, '95.16.80.51', 80)",,
"('193.188.202.22', 1059, '222.9.86.225', 80)",,
"('161.32.168.131', 3415, '46.224.98.177', 80)",,
"('186.145.138.214', 2824, '11.43.102.22', 80)",,
"('120.165.38.44', 80, '193.188.224.94', 23961)",,
"('149.198.202.136', 60497, '46.181.90.99', 80)",,
"('164.93.68.204', 4617, '11.43.102.51', 80)",,
"('164.93.0.135', 31360, '212.30.121.177', 80)",,
"('149.198.205.26', 80, '53.177.155.185', 26256)",,
"('44.206.249.1', 80, '164.191.23.53', 54423)",,
"('192.114.232.238', 80, '212.165.145.191', 13516)",,
"('160.26.149.249', 21670, '107.10.152.224', 80)",,
"('11.43.100.100', 80, '164.143.213.44', 1800)",,
"('192.185.65.172', 1064, '164.66.46.8', 80)",,
"('199.98.138.179', 80, '161.32.173.0', 2294)",,
"('164.66.234.130', 80, '194.55.197.142', 4926)",,
"('164.66.46.8', 80, '94.170.136.170', 63849)",,
"('160.26.149.249', 21667, '107.10.152.224', 80)",,
"('145.120.188.50', 46569, '46.224.98.177', 80)",,
"('161.32.38.70', 80, '212.36.40.221', 3338)",,
"('192.114.235.26', 80, '195.64.53.76', 19609)",,
"('161.32.81.203', 61350, '198.210.73.170', 80)",,
"('182.56.80.154', 29848, '221.167.56.41', 80)",,
"('164.143.80.38', 3223, '193.44.201.172', 80)",,
"('161.32.8.4', 3978, '213.96.240.242', 80)",,
"('182.56.80.154', 25479, '11.43.102.110', 80)",,
"('182.56.117.18', 2685, '192.104.71.19', 80)",,
"('182.56.97.28', 2642, '11.43.102.96', 80)",,
"('193.176.203.32', 1473, '152.10.130.179', 80)",,
"('164.93.10.185', 33956, '193.44.201.172', 80)",,
"('164.93.0.135', 31343, '212.30.121.177', 80)",,
"('45.171.161.255', 62969, '145.120.56.60', 80)",,
"('149.198.202.137', 62517, '222.9.85.50', 80)",,
"('161.32.88.218', 46192, '198.210.113.193', 80)",,
"('182.56.80.63', 80, '11.43.238.76', 52455)",,
"('164.93.41.56', 1162, '92.11.214.110', 80)",,
"('222.252.75.167', 80, '164.66.100.10', 4631)",,
"('149.198.149.188', 80, '152.46.249.71', 33941)",,
"('161.32.65.172', 1667, '214.206.51.143', 80)",,
"('193.44.201.172', 80, '145.120.4.34', 2764)",,
"('193.188.203.82', 1970, '192.194.21.219', 80)",,
"('164.66.226.190', 54267, '209.135.26.119', 80)",,
"('161.32.94.4', 41177, '46.224.98.177', 80)",,
"('149.198.149.188', 80, '152.46.249.71', 34206)",,
"('214.236.139.225', 80, '164.66.235.92', 50236)",,
"('145.120.188.67', 80, '212.10.1.133', 38550)",,
"('46.224.98.177', 80, '161.32.16.109', 2563)",,
"('164.66.226.190', 54278, '92.198.144.54', 80)",,
"('46.224.98.187', 80, '164.66.234.91', 61299)",,
"('164.93.81.84', 47189, '11.43.102.85', 80)",,
"('218.34.205.152', 80, '164.88.48.132', 57811)",,
"('161.32.8.4', 3961, '213.96.240.242', 80)",,
"('192.114.236.27', 80, '220.75.138.83', 55301)",,
